algo,test,k,time,space
kiss-new,african_clawed_frog,256,61.111255758000006,15190560278
kiss-new,african_clawed_frog,512,60.938020237,15190560278
kiss-new,african_clawed_frog,1024,61.1967262,15190560278
kiss-new,african_clawed_frog,2048,61.080613971000005,15190560278
kiss-new,african_clawed_frog,0,61.39394587500001,15190560278
kiss-new,cat,2,49.815504851,15592545008
kiss-new,cat,4,50.914569288,15592545008
kiss-new,cat,8,51.581390283000005,15592545008
kiss-new,cat,16,51.963497646,15592545008
kiss-new,cat,32,52.111442822,15592545008
kiss-new,cat,64,52.195553643000004,15592545008
kiss-new,cat,128,52.096621371000005,15592545008
kiss-new,cat,256,52.246988431000005,15592545008
kiss-new,cat,512,52.427550006000004,15592545008
kiss-new,cat,1024,52.228872996,15592545008
kiss-new,cat,2048,52.148410996,15592545008
kiss-new,cat,0,52.697621545000004,15592545008
kiss-new,chicken,2,21.146461118,6572320178
kiss-new,chicken,4,21.158471467000002,6572321586
kiss-new,chicken,8,21.453051111,6572322290
kiss-new,chicken,16,21.49885739,6572323346
kiss-new,chicken,32,21.517843284,6572320882
kiss-new,chicken,64,21.591670292,6572322994
kiss-new,chicken,128,21.606540786,6572319474
kiss-new,chicken,256,21.692398754000003,6572322290
kiss-new,chicken,512,21.56810829,6572323346
kiss-new,chicken,1024,21.776217026,6572322994
kiss-new,chicken,2048,21.874920576,6572322994
kiss-new,chicken,0,21.776035728,6572322994
kiss-new,dog,2,46.379660227,14760825095
kiss-new,dog,4,47.038271163000005,14760825095
kiss-new,dog,8,47.631057015,14760825095
kiss-new,dog,16,47.925292312,14760825095
kiss-new,dog,32,48.037068510000005,14760825095
kiss-new,dog,64,48.102751025,14760825095
kiss-new,dog,128,47.858182761,14760825095
kiss-new,dog,256,48.136424826,14760825095
kiss-new,dog,512,47.954622344,14760825095
kiss-new,dog,1024,47.786304214000005,14760825095
kiss-new,dog,2048,48.066540350000004,14760825095
kiss-new,dog,0,47.892551732,14760825095
kiss-new,marmoset,2,56.811839531000004,16995060880
kiss-new,marmoset,4,58.44068939,16995060880
kiss-new,marmoset,8,59.839359589000004,16995060880
kiss-new,marmoset,16,60.193868048000006,16995060880
kiss-new,marmoset,32,60.67078318,16995060880
kiss-new,marmoset,64,60.577431136,16995060880
kiss-new,marmoset,128,60.639190302,16995060880
kiss-new,marmoset,256,61.175543294,16995060880
kiss-new,marmoset,512,60.678519215,16995060880
kiss-new,marmoset,1024,60.836771628,16995060880
kiss-new,marmoset,2048,60.903620056,16995060880
kiss-new,marmoset,0,60.810294497,16995060880
kiss-new,example,2,0.22959240800000003,34612626
kiss-new,example,4,0.228596923,34612626
kiss-new,example,8,0.21377879500000002,34612626
kiss-new,example,16,0.21563815900000002,34612626
kiss-new,example,32,0.21108088300000002,34612626
kiss-new,example,64,0.220179801,34612626
kiss-new,example,128,0.214065534,34612626
kiss-new,example,256,0.227869807,34612626
kiss-new,example,512,0.21926711100000001,34612626
kiss-new,example,1024,0.21192803600000001,34612626
kiss-new,example,2048,0.21977811900000002,34612626
kiss-new,example,0,0.213681526,34612626
kiss-new,hs37d5,2,61.094318278,18599099614
kiss-new,hs37d5,4,63.15242949300001,18599099614
kiss-new,hs37d5,8,64.76234852500001,18599099614
kiss-new,hs37d5,16,65.811000471,18599099614
kiss-new,hs37d5,32,66.336446265,18599099614
kiss-new,hs37d5,64,66.495166616,18599099614
kiss-new,hs37d5,128,67.039618804,18599099614
kiss-new,hs37d5,256,67.249357797,18599099614
kiss-new,hs37d5,512,67.625741625,18599099614
kiss-new,hs37d5,1024,67.820732155,18599099614
kiss-new,hs37d5,2048,67.834261821,18599099614
kiss-new,hs37d5,0,67.584380713,18599099614
kiss-new,dna,2,1.753272361,621026773
kiss-new,dna,4,1.888335276,621026773
kiss-new,dna,8,2.0269907050000002,621026773
kiss-new,dna,16,2.2098190410000003,621026773
kiss-new,dna,32,2.2943869240000003,621026773
kiss-new,dna,64,2.476139165,621026773
kiss-new,dna,128,2.6232061570000003,621026773
kiss-new,dna,256,2.652561254,621026773
kiss-new,dna,512,2.8621239650000003,621026773
kiss-new,dna,1024,2.791392729,621026773
kiss-new,dna,2048,2.7385219220000003,621026773
kiss-new,dna,0,2.814402948,621026773
kiss-new,protein,2,2.2736074850000003,764381721
kiss-new,protein,4,2.527297516,764643273
kiss-new,protein,8,2.799111559,764382721
kiss-new,protein,16,2.99564938,764121393
kiss-new,protein,32,3.1427192980000003,764905421
kiss-new,protein,64,3.479695886,763858033
kiss-new,protein,128,3.6270238640000003,764643273
kiss-new,protein,256,3.7568125310000005,764905421
kiss-new,protein,512,3.847199213,763597669
kiss-new,protein,1024,3.8687130400000003,764121965
kiss-new,protein,2048,4.029644395,763598081
kiss-new,protein,0,3.959638732,764385325
kiss-new,mouse,2,52.841344423,16004162598
kiss-new,mouse,4,54.494539837000005,16004162598
kiss-new,mouse,8,56.046105359,16004162598
kiss-new,mouse,16,56.699188325,16004162598
kiss-new,mouse,32,57.348401043,16004162598
kiss-new,mouse,64,57.684225115000004,16004162598
kiss-new,mouse,128,57.962113078,16004162598
kiss-new,mouse,256,58.388206064,16004162598
kiss-new,mouse,512,58.565104715000004,16004162598
kiss-new,mouse,1024,58.651964763,16004162598
kiss-new,mouse,2048,58.746388077000006,16004162598
kiss-new,mouse,0,59.283309257000006,16004162598
kiss-new,zebrafish,2,32.705887694000005,10857154120
kiss-new,zebrafish,4,34.882229253000006,10857154120
kiss-new,zebrafish,8,36.829081347,10857154120
kiss-new,zebrafish,16,38.366879172000004,10857154120
kiss-new,zebrafish,32,39.553680364,10857154120
kiss-new,zebrafish,64,40.67188498,10857154120
kiss-new,zebrafish,128,41.349870095,10857154120
kiss-new,zebrafish,256,42.136315517,10857154120
kiss-new,zebrafish,512,42.645430041000004,10857154120
kiss-new,zebrafish,1024,43.386436515,10857154120
kiss-new,zebrafish,2048,43.794802658,10857154120
kiss-new,zebrafish,0,45.169878345,10857154120
kiss-new,african_clawed_frog,2,57.107877583000004,15190560278
kiss-new,african_clawed_frog,4,58.349977423000006,15190560278
kiss-new,african_clawed_frog,8,59.631702198000006,15190560278
kiss-new,african_clawed_frog,16,60.306349302,15190560278
kiss-new,african_clawed_frog,32,60.972277032,15190560278
kiss-new,african_clawed_frog,64,60.845146884,15190560278
kiss-new,african_clawed_frog,128,61.72156446100001,15190560278
kiss-new,african_clawed_frog,256,61.627063568000004,15190560278
kiss-new,african_clawed_frog,512,61.54988255000001,15190560278
kiss-new,african_clawed_frog,1024,61.140944145000006,15190560278
kiss-new,african_clawed_frog,2048,61.378229655000005,15190560278
kiss-new,african_clawed_frog,0,61.488681447000005,15190560278
kiss-new,cat,2,49.950337038,15592545008
kiss-new,cat,4,50.800456885,15592545008
kiss-new,cat,8,51.626713169000006,15592545008
kiss-new,cat,16,51.996176839,15592545008
kiss-new,cat,32,52.079315459,15592545008
kiss-new,cat,64,52.297072403,15592545008
kiss-new,cat,128,52.329669782,15592545008
kiss-new,cat,256,52.28474211,15592545008
kiss-new,cat,512,52.494990425000005,15592545008
kiss-new,cat,1024,52.261215148000005,15592545008
kiss-new,cat,2048,52.248850754,15592545008
kiss-new,cat,0,52.709204067,15592545008
kiss-new,chicken,2,21.180344889,6572320178
kiss-new,chicken,4,21.377364759000002,6572320178
kiss-new,chicken,8,21.529863782,6572320882
kiss-new,chicken,16,21.491963163,6572322994
kiss-new,chicken,32,21.588820183000003,6572323346
kiss-new,chicken,64,21.675582887,6572321586
kiss-new,chicken,128,21.557220198000003,6572321586
kiss-new,chicken,256,21.729706657,6572322290
kiss-new,chicken,512,21.704861375,6572322290
kiss-new,chicken,1024,21.762812587000003,6572322290
kiss-new,chicken,2048,21.692866217000002,6572322290
kiss-new,chicken,0,21.743798813,6572320882
kiss-new,dog,2,46.371108961000004,14760825095
kiss-new,dog,4,47.110960254000005,14760825095
kiss-new,dog,8,47.803639765,14760825095
kiss-new,dog,16,47.779153422,14760825095
kiss-new,dog,32,48.051491194,14760825095
kiss-new,dog,64,48.012613901,14760825095
kiss-new,dog,128,47.986509594000005,14760825095
kiss-new,dog,256,47.834978325,14760825095
kiss-new,dog,512,47.964488296000006,14760825095
kiss-new,dog,1024,47.997110223,14760825095
kiss-new,dog,2048,48.219378298,14760825095
kiss-new,dog,0,47.969398207000005,14760825095
kiss-new,marmoset,2,56.82726932200001,16995060880
kiss-new,marmoset,4,58.60104398000001,16995060880
kiss-new,marmoset,8,59.52478781400001,16995060880
kiss-new,marmoset,16,60.357458129,16995060880
kiss-new,marmoset,32,60.710348796000005,16995060880
kiss-new,marmoset,64,60.93042448400001,16995060880
kiss-new,marmoset,128,60.822051502,16995060880
kiss-new,marmoset,256,60.770308691000004,16995060880
kiss-new,marmoset,512,60.742174738,16995060880
kiss-new,marmoset,1024,60.672757016000006,16995060880
kiss-new,marmoset,2048,60.726591777,16995060880
kiss-new,marmoset,0,61.569097789000004,16995060880
sacak,example,0,0.011419584,602731
sacak,hs37d5,0,507.571497415,15586563081
sacak,dna,0,10.972731750000001,524390731
sacak,protein,0,11.758811586,524388555
sacak,mouse,0,444.46851884600005,13641215009
sacak,zebrafish,0,268.74357912,8396120093
sacak,african_clawed_frog,0,406.450852353,13592271797
sacak,chicken,0,170.925330198,5326929883
sacak,dog,0,378.362591493,11564113742
sacak,marmoset,0,479.60747369600006,14489224887
sacak,example,0,0.006982567,602731
sacak,hs37d5,0,492.651433293,15586563081
sacak,dna,0,10.750748784,524390731
sacak,protein,0,11.490538115000001,524388555
sacak,mouse,0,443.996159146,13641215009
sacak,zebrafish,0,261.523991545,8396120093
sacak,african_clawed_frog,0,404.353211025,13592271797
sacak,chicken,0,164.06616380300002,5326929883
sacak,dog,0,380.40948576,11564113742
sacak,marmoset,0,481.02937063800005,14489224887
sacak,example,0,0.006978408,602731
sacak,hs37d5,0,499.74679249900004,15586563081
sacak,dna,0,10.834973234000001,524390731
sacak,protein,0,11.686476679,524388555
sacak,mouse,0,439.19506332400005,13641215009
sacak,zebrafish,0,266.10245947000004,8396120093
sacak,african_clawed_frog,0,422.05562610500004,13592271797
sacak,chicken,0,164.039373025,5326929883
sacak,dog,0,386.579255702,11564113742
sacak,marmoset,0,495.69150550600006,14489224887
sacak,cat,0,403.181616141,12609421983
sacak,cat,0,410.736385885,12609421983
sacak,cat,0,400.574574982,12609421983
pardss,example,0,0.043688796,14185193
pardss,hs37d5,0,92.76749373400001,37601974222
pardss,dna,0,3.192076355,1235072894
pardss,protein,0,4.942862798,1279857406
pardss,mouse,0,80.514485515,32561069394
pardss,zebrafish,0,57.358253350000005,21032886449
pardss,african_clawed_frog,0,74.963817643,31992729677
pardss,cat,0,71.593290073,30981214718
pardss,chicken,0,29.605737058000003,13064071590
pardss,dog,0,66.556125234,28857451591
pardss,marmoset,0,81.71524915,34671290171
pardss,example,0,0.036781764,14185529
pardss,hs37d5,0,92.210374477,37601974222
pardss,dna,0,3.2059350870000003,1235072894
pardss,protein,0,4.91871973,1279857406
pardss,mouse,0,80.465798972,32561069394
pardss,zebrafish,0,57.350856464,21032886449
pardss,african_clawed_frog,0,74.80333844900001,31992729677
pardss,cat,0,72.55321089200001,30981214718
pardss,chicken,0,29.561719942000003,13064071590
pardss,dog,0,66.482409407,28857451591
pardss,marmoset,0,83.97778157100001,34671290171
pardss,example,0,0.03212483,14185529
pardss,hs37d5,0,93.258868426,37601974222
pardss,dna,0,3.224916782,1235072894
pardss,protein,0,4.9170644050000005,1279857406
pardss,mouse,0,80.337121158,32561069394
pardss,zebrafish,0,57.337698843000005,21032886449
pardss,african_clawed_frog,0,74.964565104,31992729677
pardss,cat,0,72.54922658000001,30981214718
pardss,chicken,0,29.485143308,13064071590
pardss,dog,0,66.46618816,28857451591
pardss,marmoset,0,84.30079847600001,34671290171
